,teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie,week
17227,North Carolina,1.0,65,95,-7.0,,31,28,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1992-11-21,21.0,11.0,1992.0,1992,3.0,1.0,0.0,10
17235,North Carolina,1.0,65,71,8.5,37.5,31,9,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-08-29,29.0,8.0,1993.0,1993,22.0,1.0,0.0,2
17238,North Carolina,1.0,65,117,0.0,,44,3,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-09-04,4.0,9.0,1993.0,1993,41.0,1.0,0.0,3
17237,North Carolina,1.0,65,60,-16.5,,59,42,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-09-11,11.0,9.0,1993.0,1993,17.0,1.0,0.0,4
17231,North Carolina,1.0,65,47,17.5,58.0,7,33,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-09-18,18.0,9.0,1993.0,1993,-26.0,0.0,0.0,5
17232,North Carolina,1.0,65,79,1.0,43.0,35,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-09-25,25.0,9.0,1993.0,1993,21.0,1.0,0.0,6
17234,North Carolina,1.0,65,41,-36.0,,45,39,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-10-02,2.0,10.0,1993.0,1993,6.0,1.0,0.0,7
17241,North Carolina,1.0,65,138,-23.5,,45,35,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-10-09,9.0,10.0,1993.0,1993,10.0,1.0,0.0,8
17239,North Carolina,1.0,65,125,-3.5,,41,3,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-10-16,16.0,10.0,1993.0,1993,38.0,1.0,0.0,9
17240,North Carolina,1.0,65,134,1.5,52.0,10,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-10-23,23.0,10.0,1993.0,1993,-7.0,0.0,0.0,10
17233,North Carolina,1.0,65,128,-12.5,41.0,24,0,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-11-06,6.0,11.0,1993.0,1993,24.0,1.0,0.0,11
17242,North Carolina,1.0,65,48,-25.0,,42,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1993-11-13,13.0,11.0,1993.0,1993,32.0,1.0,0.0,12
17246,North Carolina,1.0,65,110,-19.0,,27,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-09-03,3.0,9.0,1994.0,1994,10.0,1.0,0.0,1
17254,North Carolina,1.0,65,48,-24.0,,49,0,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-09-17,17.0,9.0,1994.0,1994,49.0,1.0,0.0,2
17247,North Carolina,1.0,65,47,21.0,,18,31,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-09-24,24.0,9.0,1994.0,1994,-13.0,0.0,0.0,3
17248,North Carolina,1.0,65,73,-18.0,,28,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-10-01,1.0,10.0,1994.0,1994,4.0,1.0,0.0,4
17252,North Carolina,1.0,65,125,-13.5,,31,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-10-08,8.0,10.0,1994.0,1994,7.0,1.0,0.0,5
17255,North Carolina,1.0,65,60,-15.5,,41,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-10-15,15.0,10.0,1994.0,1994,24.0,1.0,0.0,6
17251,North Carolina,1.0,65,134,3.5,,10,34,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-10-22,22.0,10.0,1994.0,1994,-24.0,0.0,0.0,7
17249,North Carolina,1.0,65,79,-5.0,45.0,31,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-10-29,29.0,10.0,1994.0,1994,14.0,1.0,0.0,8
17244,North Carolina,1.0,65,128,-11.5,,17,28,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-11-05,5.0,11.0,1994.0,1994,-11.0,0.0,0.0,9
17250,North Carolina,1.0,65,138,-23.0,,50,0,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-11-12,12.0,11.0,1994.0,1994,50.0,1.0,0.0,10
17253,North Carolina,1.0,65,95,-3.0,,41,40,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1994-11-19,19.0,11.0,1994.0,1994,1.0,1.0,0.0,11
17264,North Carolina,1.0,65,104,-6.5,47.0,9,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-09-02,2.0,9.0,1995.0,1995,-11.0,0.0,0.0,1
17259,North Carolina,1.0,65,60,0.0,,18,32,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-09-09,9.0,9.0,1995.0,1995,-14.0,0.0,0.0,2
17265,North Carolina,1.0,65,61,-5.5,46.0,17,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-09-21,21.0,9.0,1995.0,1995,7.0,1.0,0.0,3
17258,North Carolina,1.0,65,117,-34.0,,62,0,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-09-30,30.0,9.0,1995.0,1995,62.0,1.0,0.0,4
17260,North Carolina,1.0,65,134,3.5,,22,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-10-07,7.0,10.0,1995.0,1995,5.0,1.0,0.0,5
17257,North Carolina,1.0,65,125,-2.5,43.5,25,27,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-10-14,14.0,10.0,1995.0,1995,-2.0,0.0,0.0,6
17263,North Carolina,1.0,65,138,-24.0,,31,7,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-10-21,21.0,10.0,1995.0,1995,24.0,1.0,0.0,7
17266,North Carolina,1.0,65,128,2.0,,10,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-11-04,4.0,11.0,1995.0,1995,-7.0,0.0,0.0,8
17267,North Carolina,1.0,65,47,19.0,,12,28,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-11-11,11.0,11.0,1995.0,1995,-16.0,0.0,0.0,9
17256,North Carolina,1.0,65,95,-15.5,,28,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-11-18,18.0,11.0,1995.0,1995,4.0,1.0,0.0,10
17262,North Carolina,1.0,65,79,-6.0,46.5,30,28,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1995-11-24,24.0,11.0,1995.0,1995,2.0,1.0,0.0,11
17278,North Carolina,1.0,65,128,-3.0,37.0,45,0,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-08-31,31.0,8.0,1996.0,1996,45.0,1.0,0.0,1
17269,North Carolina,1.0,65,104,3.0,47.0,27,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-09-07,7.0,9.0,1996.0,1996,17.0,1.0,0.0,2
17277,North Carolina,1.0,65,125,-11.0,42.5,16,0,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-09-21,21.0,9.0,1996.0,1996,16.0,1.0,0.0,3
17279,North Carolina,1.0,65,47,17.0,,0,13,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-09-28,28.0,9.0,1996.0,1996,-13.0,0.0,0.0,4
17272,North Carolina,1.0,65,138,-23.0,,45,6,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-10-05,5.0,10.0,1996.0,1996,39.0,1.0,0.0,5
17271,North Carolina,1.0,65,60,-26.5,,38,7,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-10-12,12.0,10.0,1996.0,1996,31.0,1.0,0.0,6
17273,North Carolina,1.0,65,96,-22.0,,42,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-10-26,26.0,10.0,1996.0,1996,28.0,1.0,0.0,7
17276,North Carolina,1.0,65,79,-26.0,,52,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-11-02,2.0,11.0,1996.0,1996,32.0,1.0,0.0,8
17268,North Carolina,1.0,65,61,-22.5,,28,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-11-09,9.0,11.0,1996.0,1996,18.0,1.0,0.0,9
17275,North Carolina,1.0,65,134,-3.0,41.0,17,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-11-16,16.0,11.0,1996.0,1996,-3.0,0.0,0.0,10
17270,North Carolina,1.0,65,95,-31.0,,27,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1996-11-23,23.0,11.0,1996.0,1996,17.0,1.0,0.0,11
17287,North Carolina,1.0,65,107,-30.5,,23,6,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-09-06,6.0,9.0,1997.0,1997,17.0,1.0,0.0,2
17283,North Carolina,1.0,65,106,-13.0,39.0,28,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-09-13,13.0,9.0,1997.0,1997,11.0,1.0,0.0,3
17291,North Carolina,1.0,65,60,-23.0,,40,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-09-20,20.0,9.0,1997.0,1997,26.0,1.0,0.0,4
17285,North Carolina,1.0,65,134,-14.0,,48,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-09-27,27.0,9.0,1997.0,1997,28.0,1.0,0.0,5
17288,North Carolina,1.0,65,110,-26.5,,31,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-10-04,4.0,10.0,1997.0,1997,21.0,1.0,0.0,6
17282,North Carolina,1.0,65,138,-24.0,,30,12,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-10-11,11.0,10.0,1997.0,1997,18.0,1.0,0.0,7
17290,North Carolina,1.0,65,79,-12.0,45.0,20,7,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-10-18,18.0,10.0,1997.0,1997,13.0,1.0,0.0,8
17284,North Carolina,1.0,65,125,-8.5,38.0,16,13,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-10-30,30.0,10.0,1997.0,1997,3.0,1.0,0.0,9
17280,North Carolina,1.0,65,47,7.0,42.0,3,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-11-08,8.0,11.0,1997.0,1997,-17.0,0.0,0.0,10
17286,North Carolina,1.0,65,128,-6.0,37.5,17,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-11-15,15.0,11.0,1997.0,1997,7.0,1.0,0.0,11
17289,North Carolina,1.0,65,95,-21.5,,50,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1997-11-22,22.0,11.0,1997.0,1997,36.0,1.0,0.0,12
17301,North Carolina,1.0,65,121,-18.5,,10,13,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-09-05,5.0,9.0,1998.0,1998,-3.0,0.0,0.0,2
17296,North Carolina,1.0,65,106,-8.0,40.0,34,37,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-09-19,19.0,9.0,1998.0,1998,-3.0,0.0,0.0,3
17299,North Carolina,1.0,65,125,-4.0,48.0,21,43,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-09-26,26.0,9.0,1998.0,1998,-22.0,0.0,0.0,4
17297,North Carolina,1.0,65,128,-6.5,,21,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-10-03,3.0,10.0,1998.0,1998,7.0,1.0,0.0,5
17295,North Carolina,1.0,65,36,-7.0,,29,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-10-10,10.0,10.0,1998.0,1998,19.0,1.0,0.0,6
17293,North Carolina,1.0,65,138,-4.5,,38,31,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-10-24,24.0,10.0,1998.0,1998,7.0,1.0,0.0,7
17303,North Carolina,1.0,65,47,28.0,,13,39,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-10-31,31.0,10.0,1998.0,1998,-26.0,0.0,0.0,8
17302,North Carolina,1.0,65,60,-16.0,,24,13,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-11-07,7.0,11.0,1998.0,1998,11.0,1.0,0.0,9
17292,North Carolina,1.0,65,134,10.0,,13,30,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-11-14,14.0,11.0,1998.0,1998,-17.0,0.0,0.0,10
17298,North Carolina,1.0,65,95,-6.0,,28,6,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-11-21,21.0,11.0,1998.0,1998,22.0,1.0,0.0,11
17300,North Carolina,1.0,65,79,3.0,,37,34,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1998-11-28,28.0,11.0,1998.0,1998,3.0,1.0,0.0,12
17311,North Carolina,1.0,65,134,-2.5,46.0,17,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1999-09-04,4.0,9.0,1999.0,1999,-3.0,0.0,0.0,1
17313,North Carolina,1.0,65,107,2.5,,42,30,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1999-09-11,11.0,9.0,1999.0,1999,12.0,1.0,0.0,2
17307,North Carolina,1.0,65,47,20.0,52.0,10,42,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1999-09-25,25.0,9.0,1999.0,1999,-32.0,0.0,0.0,3
17309,North Carolina,1.0,65,128,5.5,,20,31,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1999-10-02,2.0,10.0,1999.0,1999,-11.0,0.0,0.0,4
17314,North Carolina,1.0,65,125,17.5,64.5,24,31,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1999-10-09,9.0,10.0,1999.0,1999,-7.0,0.0,0.0,5
17308,North Carolina,1.0,65,96,-6.5,,12,20,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1999-10-16,16.0,10.0,1999.0,1999,-8.0,0.0,0.0,6
17310,North Carolina,1.0,65,60,9.0,,7,45,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1999-10-23,23.0,10.0,1999.0,1999,-38.0,0.0,0.0,7
17304,North Carolina,1.0,65,138,8.0,,3,19,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1999-11-06,6.0,11.0,1999.0,1999,-16.0,0.0,0.0,9
17312,North Carolina,1.0,65,79,12.5,42.0,10,6,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1999-11-11,11.0,11.0,1999.0,1999,4.0,1.0,0.0,10
17306,North Carolina,1.0,65,95,3.0,,38,0,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",1999-11-20,20.0,11.0,1999.0,1999,38.0,1.0,0.0,11
17315,North Carolina,1.0,65,97,-18.5,,30,9,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-09-01,1.0,9.0,2000.0,2000,21.0,1.0,0.0,1
17323,North Carolina,1.0,65,138,-12.5,,35,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-09-09,9.0,9.0,2000.0,2000,21.0,1.0,0.0,2
17324,North Carolina,1.0,65,47,24.5,,14,63,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-09-16,16.0,9.0,2000.0,2000,-49.0,0.0,0.0,3
17318,North Carolina,1.0,65,118,-3.0,45.0,20,15,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-09-23,23.0,9.0,2000.0,2000,5.0,1.0,0.0,4
17322,North Carolina,1.0,65,125,-3.0,,28,42,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-09-30,30.0,9.0,2000.0,2000,-14.0,0.0,0.0,5
17317,North Carolina,1.0,65,79,-1.5,50.5,20,38,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-10-14,14.0,10.0,2000.0,2000,-18.0,0.0,0.0,6
17325,North Carolina,1.0,65,128,19.5,55.5,24,38,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-10-21,21.0,10.0,2000.0,2000,-14.0,0.0,0.0,7
17316,North Carolina,1.0,65,134,4.5,48.5,6,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-10-28,28.0,10.0,2000.0,2000,-11.0,0.0,0.0,8
17320,North Carolina,1.0,65,36,7.0,48.0,20,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-11-04,4.0,11.0,2000.0,2000,3.0,1.0,0.0,9
17321,North Carolina,1.0,65,60,-7.0,48.5,13,10,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-11-11,11.0,11.0,2000.0,2000,3.0,1.0,0.0,10
17319,North Carolina,1.0,65,95,-12.0,,59,21,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2000-11-18,18.0,11.0,2000.0,2000,38.0,1.0,0.0,11
17338,North Carolina,1.0,65,139,20.5,46.0,27,41,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-08-25,25.0,8.0,2001.0,2001,-14.0,0.0,0.0,1
17329,North Carolina,1.0,65,60,-2.5,46.0,7,23,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-09-01,1.0,9.0,2001.0,2001,-16.0,0.0,0.0,2
17334,North Carolina,1.0,65,131,22.0,,14,44,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-09-08,8.0,9.0,2001.0,2001,-30.0,0.0,0.0,3
17330,North Carolina,1.0,65,47,17.0,45.0,41,9,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-09-22,22.0,9.0,2001.0,2001,32.0,1.0,0.0,4
17337,North Carolina,1.0,65,79,1.5,47.0,17,9,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-09-29,29.0,9.0,2001.0,2001,8.0,1.0,0.0,5
17332,North Carolina,1.0,65,78,-6.0,46.0,24,21,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-10-06,6.0,10.0,2001.0,2001,3.0,1.0,0.0,6
17326,North Carolina,1.0,65,134,-8.5,45.5,30,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-10-13,13.0,10.0,2001.0,2001,6.0,1.0,0.0,7
17331,North Carolina,1.0,65,128,6.0,52.5,38,3,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-10-20,20.0,10.0,2001.0,2001,35.0,1.0,0.0,8
17328,North Carolina,1.0,65,125,4.0,46.5,21,28,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-11-01,1.0,11.0,2001.0,2001,-7.0,0.0,0.0,9
17333,North Carolina,1.0,65,138,-13.5,,31,32,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-11-10,10.0,11.0,2001.0,2001,-1.0,0.0,0.0,10
17327,North Carolina,1.0,65,95,-27.5,,52,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2001-11-17,17.0,11.0,2001.0,2001,35.0,1.0,0.0,11
17343,North Carolina,1.0,65,121,-7.5,,21,27,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-08-31,31.0,8.0,2002.0,2002,-6.0,0.0,0.0,1
17350,North Carolina,1.0,65,104,5.5,47.5,30,22,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-09-07,7.0,9.0,2002.0,2002,8.0,1.0,0.0,2
17341,North Carolina,1.0,65,131,13.5,52.0,21,52,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-09-14,14.0,9.0,2002.0,2002,-31.0,0.0,0.0,3
17340,North Carolina,1.0,65,125,2.5,49.0,13,21,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-09-28,28.0,9.0,2002.0,2002,-8.0,0.0,0.0,4
17344,North Carolina,1.0,65,112,9.0,57.0,38,35,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-10-05,5.0,10.0,2002.0,2002,3.0,1.0,0.0,5
17348,North Carolina,1.0,65,79,7.0,60.0,17,34,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-10-12,12.0,10.0,2002.0,2002,-17.0,0.0,0.0,6
17349,North Carolina,1.0,65,134,4.5,56.5,27,37,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-10-19,19.0,10.0,2002.0,2002,-10.0,0.0,0.0,7
17339,North Carolina,1.0,65,138,7.0,57.0,0,31,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-10-26,26.0,10.0,2002.0,2002,-31.0,0.0,0.0,8
17346,North Carolina,1.0,65,60,15.0,53.0,7,59,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-11-02,2.0,11.0,2002.0,2002,-52.0,0.0,0.0,9
17347,North Carolina,1.0,65,128,10.5,55.0,12,42,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-11-09,9.0,11.0,2002.0,2002,-30.0,0.0,0.0,10
17342,North Carolina,1.0,65,47,31.5,,14,40,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-11-16,16.0,11.0,2002.0,2002,-26.0,0.0,0.0,11
17345,North Carolina,1.0,65,95,1.5,54.0,23,21,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2002-11-23,23.0,11.0,2002.0,2002,2.0,1.0,0.0,12
17356,North Carolina,1.0,65,47,16.5,53.0,0,37,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-08-30,30.0,8.0,2003.0,2003,-37.0,0.0,0.0,1
17361,North Carolina,1.0,65,104,2.5,52.0,47,49,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-09-06,6.0,9.0,2003.0,2003,-2.0,0.0,0.0,2
17354,North Carolina,1.0,65,111,14.5,51.0,27,38,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-09-20,20.0,9.0,2003.0,2003,-11.0,0.0,0.0,3
17357,North Carolina,1.0,65,79,17.0,,34,47,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-09-27,27.0,9.0,2003.0,2003,-13.0,0.0,0.0,4
17355,North Carolina,1.0,65,134,8.5,59.0,13,38,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-10-04,4.0,10.0,2003.0,2003,-25.0,0.0,0.0,5
17362,North Carolina,1.0,65,78,-8.5,56.0,28,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-10-11,11.0,10.0,2003.0,2003,11.0,1.0,0.0,6
17359,North Carolina,1.0,65,112,7.0,58.5,31,33,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-10-18,18.0,10.0,2003.0,2003,-2.0,0.0,0.0,7
17352,North Carolina,1.0,65,128,13.5,55.0,28,36,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-10-25,25.0,10.0,2003.0,2003,-8.0,0.0,0.0,8
17358,North Carolina,1.0,65,60,17.0,52.5,21,59,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-11-01,1.0,11.0,2003.0,2003,-38.0,0.0,0.0,9
17360,North Carolina,1.0,65,138,9.0,61.0,42,34,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-11-08,8.0,11.0,2003.0,2003,8.0,1.0,0.0,10
17353,North Carolina,1.0,65,125,9.0,53.0,24,41,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-11-15,15.0,11.0,2003.0,2003,-17.0,0.0,0.0,11
17351,North Carolina,1.0,65,95,-5.5,58.0,22,30,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2003-11-22,22.0,11.0,2003.0,2003,-8.0,0.0,0.0,12
17371,North Carolina,1.0,65,134,21.0,59.5,24,56,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2004-09-11,11.0,9.0,2004.0,2004,-32.0,0.0,0.0,2
17368,North Carolina,1.0,65,125,8.5,55.5,34,13,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2004-09-18,18.0,9.0,2004.0,2004,21.0,1.0,0.0,3
17364,North Carolina,1.0,65,61,9.0,66.5,0,34,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2004-09-25,25.0,9.0,2004.0,2004,-34.0,0.0,0.0,4
17370,North Carolina,1.0,65,47,28.5,55.5,16,38,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2004-10-02,2.0,10.0,2004.0,2004,-22.0,0.0,0.0,5
17372,North Carolina,1.0,65,79,10.5,52.5,30,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2004-10-09,9.0,10.0,2004.0,2004,6.0,1.0,0.0,6
17365,North Carolina,1.0,65,93,22.5,55.0,16,46,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2004-10-16,16.0,10.0,2004.0,2004,-30.0,0.0,0.0,7
17373,North Carolina,1.0,65,70,21.5,57.0,31,28,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2004-10-30,30.0,10.0,2004.0,2004,3.0,1.0,0.0,8
17367,North Carolina,1.0,65,45,10.0,55.0,24,27,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2004-11-06,6.0,11.0,2004.0,2004,-3.0,0.0,0.0,9
17366,North Carolina,1.0,65,138,5.5,55.0,31,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2004-11-13,13.0,11.0,2004.0,2004,7.0,1.0,0.0,10
17369,North Carolina,1.0,65,95,-7.0,54.5,40,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2004-11-20,20.0,11.0,2004.0,2004,23.0,1.0,0.0,11
17383,North Carolina,1.0,65,125,12.5,45.0,21,27,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2005-09-10,10.0,9.0,2005.0,2005,-6.0,0.0,0.0,1
17378,North Carolina,1.0,65,111,3.5,53.5,5,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2005-09-17,17.0,9.0,2005.0,2005,-9.0,0.0,0.0,2
17382,North Carolina,1.0,65,79,11.0,45.0,31,24,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2005-09-24,24.0,9.0,2005.0,2005,7.0,1.0,0.0,3
17384,North Carolina,1.0,65,93,-5.0,52.0,31,17,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2005-10-01,1.0,10.0,2005.0,2005,14.0,1.0,0.0,4
17380,North Carolina,1.0,65,61,14.0,62.0,14,69,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2005-10-08,8.0,10.0,2005.0,2005,-55.0,0.0,0.0,5
17381,North Carolina,1.0,65,134,1.0,53.0,7,5,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2005-10-22,22.0,10.0,2005.0,2005,2.0,1.0,0.0,6
17377,North Carolina,1.0,65,70,21.0,43.0,16,34,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2005-10-29,29.0,10.0,2005.0,2005,-18.0,0.0,0.0,7
17376,North Carolina,1.0,65,34,4.0,44.0,16,14,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2005-11-05,5.0,11.0,2005.0,2005,2.0,1.0,0.0,8
17379,North Carolina,1.0,65,60,-2.5,44.5,30,33,"Univ of North Carolina at Chapel Hill (Chapel Hill, NC) ",2005-11-12,12.0,11.0,2005.0,2005,-3.0,0.0,0.0,9
