,teamname,bcs,team,opponent,line,overunder,ownscore,opponentscore,vseteamname,date,day,month,year,season,realspread,win,tie,week
3253,Boise State,0.0,92,43,-17.5,71.0,45,8,"Boise State University (Boise, ID) ",2002-10-26,26.0,10.0,2002.0,2002,37.0,1.0,0.0,8
3249,Boise State,0.0,92,41,-34.0,66.0,58,3,"Boise State University (Boise, ID) ",2002-11-02,2.0,11.0,2002.0,2002,55.0,1.0,0.0,9
3255,Boise State,0.0,92,98,-28.5,60.0,49,7,"Boise State University (Boise, ID) ",2002-11-09,9.0,11.0,2002.0,2002,42.0,1.0,0.0,10
3254,Boise State,0.0,92,57,-29.0,,36,10,"Boise State University (Boise, ID) ",2002-11-16,16.0,11.0,2002.0,2002,26.0,1.0,0.0,11
3248,Boise State,0.0,92,135,-18.0,65.0,44,7,"Boise State University (Boise, ID) ",2002-11-23,23.0,11.0,2002.0,2002,37.0,1.0,0.0,12
3263,Boise State,0.0,92,80,-25.0,,24,10,"Boise State University (Boise, ID) ",2003-09-13,13.0,9.0,2003.0,2003,14.0,1.0,0.0,2
3272,Boise State,0.0,92,81,4.5,54.0,24,26,"Boise State University (Boise, ID) ",2003-09-20,20.0,9.0,2003.0,2003,-2.0,0.0,0.0,3
3274,Boise State,0.0,92,87,-23.0,,33,17,"Boise State University (Boise, ID) ",2003-09-27,27.0,9.0,2003.0,2003,16.0,1.0,0.0,4
3266,Boise State,0.0,92,57,-7.5,51.0,43,37,"Boise State University (Boise, ID) ",2003-10-04,4.0,10.0,2003.0,2003,6.0,1.0,0.0,5
3273,Boise State,0.0,92,97,-22.5,56.0,27,20,"Boise State University (Boise, ID) ",2003-10-11,11.0,10.0,2003.0,2003,7.0,1.0,0.0,6
3262,Boise State,0.0,92,73,-24.0,48.0,45,3,"Boise State University (Boise, ID) ",2003-10-18,18.0,10.0,2003.0,2003,42.0,1.0,0.0,7
3264,Boise State,0.0,92,43,-26.5,60.0,77,14,"Boise State University (Boise, ID) ",2003-10-25,25.0,10.0,2003.0,2003,63.0,1.0,0.0,8
3270,Boise State,0.0,92,33,-9.0,54.0,50,12,"Boise State University (Boise, ID) ",2003-10-30,30.0,10.0,2003.0,2003,38.0,1.0,0.0,9
3267,Boise State,0.0,92,41,-41.5,66.0,51,21,"Boise State University (Boise, ID) ",2003-11-15,15.0,11.0,2003.0,2003,30.0,1.0,0.0,10
3268,Boise State,0.0,92,109,-9.0,56.0,31,17,"Boise State University (Boise, ID) ",2003-11-21,21.0,11.0,2003.0,2003,14.0,1.0,0.0,11
3265,Boise State,0.0,92,135,-23.5,59.0,56,3,"Boise State University (Boise, ID) ",2003-11-29,29.0,11.0,2003.0,2003,53.0,1.0,0.0,12
3283,Boise State,0.0,92,80,-30.0,,65,7,"Boise State University (Boise, ID) ",2004-09-04,4.0,9.0,2004.0,2004,58.0,1.0,0.0,1
3280,Boise State,0.0,92,81,-7.0,58.5,53,34,"Boise State University (Boise, ID) ",2004-09-10,10.0,9.0,2004.0,2004,19.0,1.0,0.0,2
3278,Boise State,0.0,92,41,-27.5,,47,31,"Boise State University (Boise, ID) ",2004-09-18,18.0,9.0,2004.0,2004,16.0,1.0,0.0,3
3286,Boise State,0.0,92,33,-22.5,66.0,28,27,"Boise State University (Boise, ID) ",2004-09-24,24.0,9.0,2004.0,2004,1.0,1.0,0.0,4
3275,Boise State,0.0,92,73,-38.5,59.0,38,20,"Boise State University (Boise, ID) ",2004-10-02,2.0,10.0,2004.0,2004,18.0,1.0,0.0,5
3282,Boise State,0.0,92,97,-19.0,55.5,45,42,"Boise State University (Boise, ID) ",2004-10-16,16.0,10.0,2004.0,2004,3.0,1.0,0.0,6
3276,Boise State,0.0,92,109,-8.5,62.0,33,16,"Boise State University (Boise, ID) ",2004-10-23,23.0,10.0,2004.0,2004,17.0,1.0,0.0,7
3277,Boise State,0.0,92,50,-23.0,74.0,69,3,"Boise State University (Boise, ID) ",2004-10-29,29.0,10.0,2004.0,2004,66.0,1.0,0.0,8
3285,Boise State,0.0,92,43,-33.0,68.0,56,49,"Boise State University (Boise, ID) ",2004-11-13,13.0,11.0,2004.0,2004,7.0,1.0,0.0,9
3281,Boise State,0.0,92,57,-24.5,67.0,55,14,"Boise State University (Boise, ID) ",2004-11-20,20.0,11.0,2004.0,2004,41.0,1.0,0.0,10
3279,Boise State,0.0,92,135,-24.0,69.0,58,21,"Boise State University (Boise, ID) ",2004-11-27,27.0,11.0,2004.0,2004,37.0,1.0,0.0,11
3296,Boise State,0.0,92,52,7.5,55.5,13,48,"Boise State University (Boise, ID) ",2005-09-03,3.0,9.0,2005.0,2005,-35.0,0.0,0.0,1
3295,Boise State,0.0,92,81,3.0,63.5,27,30,"Boise State University (Boise, ID) ",2005-09-10,10.0,9.0,2005.0,2005,-3.0,0.0,0.0,2
3287,Boise State,0.0,92,85,-8.5,77.5,48,20,"Boise State University (Boise, ID) ",2005-09-21,21.0,9.0,2005.0,2005,28.0,1.0,0.0,3
3299,Boise State,0.0,92,50,-11.0,63.0,44,41,"Boise State University (Boise, ID) ",2005-10-01,1.0,10.0,2005.0,2005,3.0,1.0,0.0,4
3289,Boise State,0.0,92,43,-32.0,64.0,38,21,"Boise State University (Boise, ID) ",2005-10-15,15.0,10.0,2005.0,2005,17.0,1.0,0.0,6
3292,Boise State,0.0,92,100,-18.0,61.0,45,21,"Boise State University (Boise, ID) ",2005-10-22,22.0,10.0,2005.0,2005,24.0,1.0,0.0,7
3294,Boise State,0.0,92,135,-17.5,66.0,49,14,"Boise State University (Boise, ID) ",2005-10-29,29.0,10.0,2005.0,2005,35.0,1.0,0.0,8
3293,Boise State,0.0,92,74,-32.0,64.0,56,6,"Boise State University (Boise, ID) ",2005-11-05,5.0,11.0,2005.0,2005,50.0,1.0,0.0,9
3288,Boise State,0.0,92,109,9.0,61.5,7,27,"Boise State University (Boise, ID) ",2005-11-10,10.0,11.0,2005.0,2005,-20.0,0.0,0.0,10
3290,Boise State,0.0,92,80,-31.5,63.5,70,35,"Boise State University (Boise, ID) ",2005-11-19,19.0,11.0,2005.0,2005,35.0,1.0,0.0,11
3291,Boise State,0.0,92,57,-6.5,63.0,30,13,"Boise State University (Boise, ID) ",2005-11-26,26.0,11.0,2005.0,2005,17.0,1.0,0.0,12
3302,Boise State,0.0,92,81,-7.5,58.5,42,14,"Boise State University (Boise, ID) ",2006-09-07,7.0,9.0,2006.0,2006,28.0,1.0,0.0,2
3306,Boise State,0.0,92,87,-7.5,47.0,17,10,"Boise State University (Boise, ID) ",2006-09-16,16.0,9.0,2006.0,2006,7.0,1.0,0.0,3
3311,Boise State,0.0,92,50,-14.0,61.0,41,34,"Boise State University (Boise, ID) ",2006-09-23,23.0,9.0,2006.0,2006,7.0,1.0,0.0,4
3300,Boise State,0.0,92,93,5.0,49.0,36,3,"Boise State University (Boise, ID) ",2006-09-30,30.0,9.0,2006.0,2006,33.0,1.0,0.0,5
3304,Boise State,0.0,92,57,-36.5,57.0,55,14,"Boise State University (Boise, ID) ",2006-10-07,7.0,10.0,2006.0,2006,41.0,1.0,0.0,6
3307,Boise State,0.0,92,74,-27.5,63.0,40,28,"Boise State University (Boise, ID) ",2006-10-15,15.0,10.0,2006.0,2006,12.0,1.0,0.0,7
3312,Boise State,0.0,92,80,-21.0,59.0,42,26,"Boise State University (Boise, ID) ",2006-10-21,21.0,10.0,2006.0,2006,16.0,1.0,0.0,8
3310,Boise State,0.0,92,109,-21.5,56.0,45,21,"Boise State University (Boise, ID) ",2006-11-01,1.0,11.0,2006.0,2006,24.0,1.0,0.0,9
3301,Boise State,0.0,92,43,-13.0,56.0,23,20,"Boise State University (Boise, ID) ",2006-11-11,11.0,11.0,2006.0,2006,3.0,1.0,0.0,10
3309,Boise State,0.0,92,100,-39.0,54.5,49,10,"Boise State University (Boise, ID) ",2006-11-18,18.0,11.0,2006.0,2006,39.0,1.0,0.0,11
3305,Boise State,0.0,92,135,-2.5,55.0,38,7,"Boise State University (Boise, ID) ",2006-11-25,25.0,11.0,2006.0,2006,31.0,1.0,0.0,12
3314,Boise State,0.0,92,54,-2.5,56.5,10,24,"Boise State University (Boise, ID) ",2007-09-08,8.0,9.0,2007.0,2007,-14.0,0.0,0.0,3
3320,Boise State,0.0,92,87,-12.0,51.0,24,14,"Boise State University (Boise, ID) ",2007-09-15,15.0,9.0,2007.0,2007,10.0,1.0,0.0,4
3324,Boise State,0.0,92,58,-10.5,50.0,38,16,"Boise State University (Boise, ID) ",2007-09-27,27.0,9.0,2007.0,2007,22.0,1.0,0.0,5
3321,Boise State,0.0,92,74,-25.0,62.5,58,0,"Boise State University (Boise, ID) ",2007-10-07,7.0,10.0,2007.0,2007,58.0,1.0,0.0,6
3319,Boise State,0.0,92,135,-25.0,61.5,69,67,"Boise State University (Boise, ID) ",2007-10-14,14.0,10.0,2007.0,2007,2.0,1.0,0.0,7
3316,Boise State,0.0,92,57,-16.5,53.5,45,31,"Boise State University (Boise, ID) ",2007-10-20,20.0,10.0,2007.0,2007,14.0,1.0,0.0,8
3318,Boise State,0.0,92,109,-2.5,63.5,34,21,"Boise State University (Boise, ID) ",2007-10-26,26.0,10.0,2007.0,2007,13.0,1.0,0.0,9
3322,Boise State,0.0,92,43,-25.5,57.5,42,7,"Boise State University (Boise, ID) ",2007-11-03,3.0,11.0,2007.0,2007,35.0,1.0,0.0,10
3315,Boise State,0.0,92,100,-24.5,60.0,52,0,"Boise State University (Boise, ID) ",2007-11-10,10.0,11.0,2007.0,2007,52.0,1.0,0.0,11
3313,Boise State,0.0,92,80,-34.0,63.5,58,14,"Boise State University (Boise, ID) ",2007-11-17,17.0,11.0,2007.0,2007,44.0,1.0,0.0,12
3326,Boise State,0.0,92,85,-17.5,55.0,20,7,"Boise State University (Boise, ID) ",2008-09-13,13.0,9.0,2008.0,2008,13.0,1.0,0.0,2
3333,Boise State,0.0,92,39,10.0,52.0,37,32,"Boise State University (Boise, ID) ",2008-09-20,20.0,9.0,2008.0,2008,5.0,1.0,0.0,3
3330,Boise State,0.0,92,57,-24.0,57.0,38,3,"Boise State University (Boise, ID) ",2008-10-01,1.0,10.0,2008.0,2008,35.0,1.0,0.0,4
3327,Boise State,0.0,92,58,-10.0,57.0,24,7,"Boise State University (Boise, ID) ",2008-10-11,11.0,10.0,2008.0,2008,17.0,1.0,0.0,5
3336,Boise State,0.0,92,50,-23.0,51.5,27,7,"Boise State University (Boise, ID) ",2008-10-17,17.0,10.0,2008.0,2008,20.0,1.0,0.0,6
3338,Boise State,0.0,92,43,-7.0,40.5,33,16,"Boise State University (Boise, ID) ",2008-10-24,24.0,10.0,2008.0,2008,17.0,1.0,0.0,7
3328,Boise State,0.0,92,74,-21.0,56.5,49,0,"Boise State University (Boise, ID) ",2008-11-01,1.0,11.0,2008.0,2008,49.0,1.0,0.0,8
3337,Boise State,0.0,92,100,-35.0,51.5,49,14,"Boise State University (Boise, ID) ",2008-11-08,8.0,11.0,2008.0,2008,35.0,1.0,0.0,9
3332,Boise State,0.0,92,80,-36.0,60.5,45,10,"Boise State University (Boise, ID) ",2008-11-15,15.0,11.0,2008.0,2008,35.0,1.0,0.0,10
3334,Boise State,0.0,92,135,-6.5,63.0,41,34,"Boise State University (Boise, ID) ",2008-11-22,22.0,11.0,2008.0,2008,7.0,1.0,0.0,11
3329,Boise State,0.0,92,109,-21.5,57.0,61,10,"Boise State University (Boise, ID) ",2008-11-28,28.0,11.0,2008.0,2008,51.0,1.0,0.0,12
3345,Boise State,0.0,92,39,-3.5,64.5,19,8,"Boise State University (Boise, ID) ",2009-09-03,3.0,9.0,2009.0,2009,11.0,1.0,0.0,1
3343,Boise State,0.0,92,121,-38.5,53.0,48,0,"Boise State University (Boise, ID) ",2009-09-12,12.0,9.0,2009.0,2009,48.0,1.0,0.0,2
3349,Boise State,0.0,92,109,-7.5,52.5,51,34,"Boise State University (Boise, ID) ",2009-09-18,18.0,9.0,2009.0,2009,17.0,1.0,0.0,3
3352,Boise State,0.0,92,85,-16.5,52.0,49,14,"Boise State University (Boise, ID) ",2009-09-26,26.0,9.0,2009.0,2009,35.0,1.0,0.0,4
3342,Boise State,0.0,92,UC - Davis,-47.5,57.5,34,16,"Boise State University (Boise, ID) ",2009-10-03,3.0,10.0,2009.0,2009,18.0,1.0,0.0,5
3340,Boise State,0.0,92,97,-9.0,55.5,28,21,"Boise State University (Boise, ID) ",2009-10-14,14.0,10.0,2009.0,2009,7.0,1.0,0.0,6
3347,Boise State,0.0,92,50,-25.0,59.0,54,9,"Boise State University (Boise, ID) ",2009-10-24,24.0,10.0,2009.0,2009,45.0,1.0,0.0,7
3346,Boise State,0.0,92,43,-36.5,54.0,45,7,"Boise State University (Boise, ID) ",2009-10-31,31.0,10.0,2009.0,2009,38.0,1.0,0.0,8
3348,Boise State,0.0,92,57,-20.0,52.0,45,35,"Boise State University (Boise, ID) ",2009-11-06,6.0,11.0,2009.0,2009,10.0,1.0,0.0,9
3339,Boise State,0.0,92,80,-32.0,63.0,63,25,"Boise State University (Boise, ID) ",2009-11-14,14.0,11.0,2009.0,2009,38.0,1.0,0.0,10
3351,Boise State,0.0,92,100,-22.0,62.0,52,21,"Boise State University (Boise, ID) ",2009-11-20,20.0,11.0,2009.0,2009,31.0,1.0,0.0,11
3341,Boise State,0.0,92,135,-11.5,71.0,44,33,"Boise State University (Boise, ID) ",2009-11-27,27.0,11.0,2009.0,2009,11.0,1.0,0.0,12
3363,Boston College,1.0,34,33,6.0,,14,28,"Boston College (Chestnut Hill, MA) ",1985-08-29,29.0,8.0,1985.0,1985,-14.0,0.0,0.0,1
3356,Boston College,1.0,34,56,-6.5,,28,25,"Boston College (Chestnut Hill, MA) ",1985-09-07,7.0,9.0,1985.0,1985,3.0,1.0,0.0,2
3358,Boston College,1.0,34,60,8.0,45.5,13,31,"Boston College (Chestnut Hill, MA) ",1985-09-14,14.0,9.0,1985.0,1985,-18.0,0.0,0.0,3
3357,Boston College,1.0,34,36,6.5,39.0,29,22,"Boston College (Chestnut Hill, MA) ",1985-09-21,21.0,9.0,1985.0,1985,7.0,1.0,0.0,4
3361,Boston College,1.0,34,70,5.0,52.0,10,45,"Boston College (Chestnut Hill, MA) ",1985-09-28,28.0,9.0,1985.0,1985,-35.0,0.0,0.0,5
3359,Boston College,1.0,34,129,0.0,,20,10,"Boston College (Chestnut Hill, MA) ",1985-10-05,5.0,10.0,1985.0,1985,10.0,1.0,0.0,6
3354,Boston College,1.0,34,127,-2.0,45.0,14,45,"Boston College (Chestnut Hill, MA) ",1985-10-12,12.0,10.0,1985.0,1985,-31.0,0.0,0.0,7
3355,Boston College,1.0,34,62,0.0,,6,13,"Boston College (Chestnut Hill, MA) ",1985-10-19,19.0,10.0,1985.0,1985,-7.0,0.0,0.0,8
3360,Boston College,1.0,34,46,-11.0,,17,24,"Boston College (Chestnut Hill, MA) ",1985-10-26,26.0,10.0,1985.0,1985,-7.0,0.0,0.0,9
3353,Boston College,1.0,34,59,13.5,,12,16,"Boston College (Chestnut Hill, MA) ",1985-11-02,2.0,11.0,1985.0,1985,-4.0,0.0,0.0,10
3362,Boston College,1.0,34,104,6.0,40.0,21,41,"Boston College (Chestnut Hill, MA) ",1985-11-16,16.0,11.0,1985.0,1985,-20.0,0.0,0.0,11
3374,Boston College,1.0,34,129,-12.5,,9,11,"Boston College (Chestnut Hill, MA) ",1986-09-06,6.0,9.0,1986.0,1986,-2.0,0.0,0.0,1
3366,Boston College,1.0,34,44,-3.0,40.0,21,15,"Boston College (Chestnut Hill, MA) ",1986-09-13,13.0,9.0,1986.0,1986,6.0,1.0,0.0,2
3367,Boston College,1.0,34,59,15.0,,14,26,"Boston College (Chestnut Hill, MA) ",1986-09-20,20.0,9.0,1986.0,1986,-12.0,0.0,0.0,3
3372,Boston College,1.0,34,73,7.0,,29,31,"Boston College (Chestnut Hill, MA) ",1986-10-04,4.0,10.0,1986.0,1986,-2.0,0.0,0.0,4
3370,Boston College,1.0,34,60,10.0,,30,25,"Boston College (Chestnut Hill, MA) ",1986-10-11,11.0,10.0,1986.0,1986,5.0,1.0,0.0,5
3365,Boston College,1.0,34,61,-15.0,,41,7,"Boston College (Chestnut Hill, MA) ",1986-10-18,18.0,10.0,1986.0,1986,34.0,1.0,0.0,6
3368,Boston College,1.0,34,62,-6.0,42.5,19,10,"Boston College (Chestnut Hill, MA) ",1986-10-25,25.0,10.0,1986.0,1986,9.0,1.0,0.0,7
3369,Boston College,1.0,34,127,-14.0,,27,20,"Boston College (Chestnut Hill, MA) ",1986-11-01,1.0,11.0,1986.0,1986,7.0,1.0,0.0,8
3364,Boston College,1.0,34,56,1.0,,38,29,"Boston College (Chestnut Hill, MA) ",1986-11-08,8.0,11.0,1986.0,1986,9.0,1.0,0.0,9
3371,Boston College,1.0,34,104,-6.5,,27,9,"Boston College (Chestnut Hill, MA) ",1986-11-15,15.0,11.0,1986.0,1986,18.0,1.0,0.0,10
3378,Boston College,1.0,34,110,-7.0,,38,20,"Boston College (Chestnut Hill, MA) ",1987-09-05,5.0,9.0,1987.0,1987,18.0,1.0,0.0,1
3381,Boston College,1.0,34,56,-11.0,,28,7,"Boston College (Chestnut Hill, MA) ",1987-09-12,12.0,9.0,1987.0,1987,21.0,1.0,0.0,2
3385,Boston College,1.0,34,71,7.0,44.5,17,23,"Boston College (Chestnut Hill, MA) ",1987-09-19,19.0,9.0,1987.0,1987,-6.0,0.0,0.0,3
3382,Boston College,1.0,34,59,3.5,42.0,17,27,"Boston College (Chestnut Hill, MA) ",1987-09-26,26.0,9.0,1987.0,1987,-10.0,0.0,0.0,4
3376,Boston College,1.0,34,36,4.0,,13,10,"Boston College (Chestnut Hill, MA) ",1987-10-03,3.0,10.0,1987.0,1987,3.0,1.0,0.0,5
3379,Boston College,1.0,34,127,-19.5,,29,24,"Boston College (Chestnut Hill, MA) ",1987-10-10,10.0,10.0,1987.0,1987,5.0,1.0,0.0,6
3375,Boston College,1.0,34,129,-5.5,,24,38,"Boston College (Chestnut Hill, MA) ",1987-10-17,17.0,10.0,1987.0,1987,-14.0,0.0,0.0,7
3380,Boston College,1.0,34,62,-1.5,,16,37,"Boston College (Chestnut Hill, MA) ",1987-10-24,24.0,10.0,1987.0,1987,-21.0,0.0,0.0,8
3377,Boston College,1.0,34,114,6.5,,20,18,"Boston College (Chestnut Hill, MA) ",1987-10-31,31.0,10.0,1987.0,1987,2.0,1.0,0.0,9
3383,Boston College,1.0,34,102,16.0,,25,32,"Boston College (Chestnut Hill, MA) ",1987-11-07,7.0,11.0,1987.0,1987,-7.0,0.0,0.0,10
3384,Boston College,1.0,34,104,12.0,,17,45,"Boston College (Chestnut Hill, MA) ",1987-11-14,14.0,11.0,1987.0,1987,-28.0,0.0,0.0,11
3391,Boston College,1.0,34,71,5.5,44.0,7,34,"Boston College (Chestnut Hill, MA) ",1988-09-01,1.0,9.0,1988.0,1988,-27.0,0.0,0.0,1
3386,Boston College,1.0,34,46,-19.0,,41,7,"Boston College (Chestnut Hill, MA) ",1988-09-10,10.0,9.0,1988.0,1988,34.0,1.0,0.0,2
3393,Boston College,1.0,34,59,8.0,,20,23,"Boston College (Chestnut Hill, MA) ",1988-09-17,17.0,9.0,1988.0,1988,-3.0,0.0,0.0,3
3395,Boston College,1.0,34,110,0.0,,17,31,"Boston College (Chestnut Hill, MA) ",1988-09-24,24.0,9.0,1988.0,1988,-14.0,0.0,0.0,4
3390,Boston College,1.0,34,36,4.5,42.5,34,31,"Boston College (Chestnut Hill, MA) ",1988-10-01,1.0,10.0,1988.0,1988,3.0,1.0,0.0,5
3388,Boston College,1.0,34,129,-5.5,,6,17,"Boston College (Chestnut Hill, MA) ",1988-10-15,15.0,10.0,1988.0,1988,-11.0,0.0,0.0,6
3392,Boston College,1.0,34,62,17.0,,19,59,"Boston College (Chestnut Hill, MA) ",1988-10-22,22.0,10.0,1988.0,1988,-40.0,0.0,0.0,7
3387,Boston College,1.0,34,114,4.0,,7,10,"Boston College (Chestnut Hill, MA) ",1988-11-05,5.0,11.0,1988.0,1988,-3.0,0.0,0.0,8
3394,Boston College,1.0,34,104,7.5,41.0,20,45,"Boston College (Chestnut Hill, MA) ",1988-11-12,12.0,11.0,1988.0,1988,-25.0,0.0,0.0,9
3396,Boston College,1.0,34,127,2.5,43.0,38,24,"Boston College (Chestnut Hill, MA) ",1988-11-19,19.0,11.0,1988.0,1988,14.0,1.0,0.0,10
3389,Boston College,1.0,34,56,-9.0,,28,45,"Boston College (Chestnut Hill, MA) ",1988-11-26,26.0,11.0,1988.0,1988,-17.0,0.0,0.0,11
3406,Boston College,1.0,34,36,4.0,,10,29,"Boston College (Chestnut Hill, MA) ",1989-09-09,9.0,9.0,1989.0,1989,-19.0,0.0,0.0,1
3403,Boston College,1.0,34,129,-2.0,44.0,7,9,"Boston College (Chestnut Hill, MA) ",1989-09-16,16.0,9.0,1989.0,1989,-2.0,0.0,0.0,2
3407,Boston College,1.0,34,59,9.5,,3,7,"Boston College (Chestnut Hill, MA) ",1989-09-23,23.0,9.0,1989.0,1989,-4.0,0.0,0.0,3
3400,Boston College,1.0,34,105,8.5,,29,34,"Boston College (Chestnut Hill, MA) ",1989-09-30,30.0,9.0,1989.0,1989,-5.0,0.0,0.0,4
3398,Boston College,1.0,34,56,-19.5,,35,14,"Boston College (Chestnut Hill, MA) ",1989-10-14,14.0,10.0,1989.0,1989,21.0,1.0,0.0,5
3405,Boston College,1.0,34,66,-15.5,,24,27,"Boston College (Chestnut Hill, MA) ",1989-10-21,21.0,10.0,1989.0,1989,-3.0,0.0,0.0,6
3401,Boston College,1.0,34,62,10.0,,30,44,"Boston College (Chestnut Hill, MA) ",1989-10-28,28.0,10.0,1989.0,1989,-14.0,0.0,0.0,7
3397,Boston College,1.0,34,104,8.5,,11,23,"Boston College (Chestnut Hill, MA) ",1989-11-04,4.0,11.0,1989.0,1989,-12.0,0.0,0.0,8
3404,Boston College,1.0,34,127,4.5,,24,17,"Boston College (Chestnut Hill, MA) ",1989-11-11,11.0,11.0,1989.0,1989,7.0,1.0,0.0,9
3399,Boston College,1.0,34,61,0.0,,22,36,"Boston College (Chestnut Hill, MA) ",1989-11-18,18.0,11.0,1989.0,1989,-14.0,0.0,0.0,10
3402,Boston College,1.0,34,125,7.0,,12,13,"Boston College (Chestnut Hill, MA) ",1989-11-25,25.0,11.0,1989.0,1989,-1.0,0.0,0.0,11
3408,Boston College,1.0,34,36,12.0,,6,29,"Boston College (Chestnut Hill, MA) ",1990-09-08,8.0,9.0,1990.0,1990,-23.0,0.0,0.0,1
3416,Boston College,1.0,34,105,6.5,43.0,10,31,"Boston College (Chestnut Hill, MA) ",1990-09-15,15.0,9.0,1990.0,1990,-21.0,0.0,0.0,2
3409,Boston College,1.0,34,66,-6.5,,28,17,"Boston College (Chestnut Hill, MA) ",1990-09-29,29.0,9.0,1990.0,1990,11.0,1.0,0.0,3
3412,Boston College,1.0,34,129,-6.0,,19,14,"Boston College (Chestnut Hill, MA) ",1990-10-06,6.0,10.0,1990.0,1990,5.0,1.0,0.0,4
3417,Boston College,1.0,34,127,-5.0,,41,20,"Boston College (Chestnut Hill, MA) ",1990-10-13,13.0,10.0,1990.0,1990,21.0,1.0,0.0,5
3418,Boston College,1.0,34,59,12.5,42.0,21,40,"Boston College (Chestnut Hill, MA) ",1990-10-20,20.0,10.0,1990.0,1990,-19.0,0.0,0.0,6
3410,Boston College,1.0,34,62,7.5,,27,14,"Boston College (Chestnut Hill, MA) ",1990-10-27,27.0,10.0,1990.0,1990,13.0,1.0,0.0,7
3413,Boston College,1.0,34,104,9.0,,6,35,"Boston College (Chestnut Hill, MA) ",1990-11-03,3.0,11.0,1990.0,1990,-29.0,0.0,0.0,8
3414,Boston College,1.0,34,61,12.5,,10,17,"Boston College (Chestnut Hill, MA) ",1990-11-10,10.0,11.0,1990.0,1990,-7.0,0.0,0.0,9
3411,Boston College,1.0,34,70,35.0,,12,42,"Boston College (Chestnut Hill, MA) ",1990-11-17,17.0,11.0,1990.0,1990,-30.0,0.0,0.0,10
3415,Boston College,1.0,34,56,-2.0,,10,29,"Boston College (Chestnut Hill, MA) ",1990-11-24,24.0,11.0,1990.0,1990,-19.0,0.0,0.0,11
3421,Boston College,1.0,34,129,2.5,,13,20,"Boston College (Chestnut Hill, MA) ",1991-08-31,31.0,8.0,1991.0,1991,-7.0,0.0,0.0,1
3426,Boston College,1.0,34,103,25.5,,13,35,"Boston College (Chestnut Hill, MA) ",1991-09-07,7.0,9.0,1991.0,1991,-22.0,0.0,0.0,2
3428,Boston College,1.0,34,125,16.5,,14,30,"Boston College (Chestnut Hill, MA) ",1991-09-14,14.0,9.0,1991.0,1991,-16.0,0.0,0.0,3
3422,Boston College,1.0,34,59,27.0,,21,28,"Boston College (Chestnut Hill, MA) ",1991-09-28,28.0,9.0,1991.0,1991,-7.0,0.0,0.0,4
3419,Boston College,1.0,34,61,-2.0,,33,3,"Boston College (Chestnut Hill, MA) ",1991-10-12,12.0,10.0,1991.0,1991,30.0,1.0,0.0,5
3423,Boston College,1.0,34,62,-1.0,,24,31,"Boston College (Chestnut Hill, MA) ",1991-10-19,19.0,10.0,1991.0,1991,-7.0,0.0,0.0,6
3420,Boston College,1.0,34,127,-6.0,,28,17,"Boston College (Chestnut Hill, MA) ",1991-10-26,26.0,10.0,1991.0,1991,11.0,1.0,0.0,7
3427,Boston College,1.0,34,36,3.0,,38,12,"Boston College (Chestnut Hill, MA) ",1991-11-02,2.0,11.0,1991.0,1991,26.0,1.0,0.0,8
3425,Boston College,1.0,34,56,-6.5,,33,13,"Boston College (Chestnut Hill, MA) ",1991-11-09,9.0,11.0,1991.0,1991,20.0,1.0,0.0,9
3424,Boston College,1.0,34,104,9.0,,16,38,"Boston College (Chestnut Hill, MA) ",1991-11-16,16.0,11.0,1991.0,1991,-22.0,0.0,0.0,10
3429,Boston College,1.0,34,70,20.5,48.0,14,19,"Boston College (Chestnut Hill, MA) ",1991-11-23,23.0,11.0,1991.0,1991,-5.0,0.0,0.0,11
3439,Boston College,1.0,34,129,-4.0,,37,20,"Boston College (Chestnut Hill, MA) ",1992-09-05,5.0,9.0,1992.0,1992,17.0,1.0,0.0,1
3432,Boston College,1.0,34,94,-21.0,,49,0,"Boston College (Chestnut Hill, MA) ",1992-09-12,12.0,9.0,1992.0,1992,49.0,1.0,0.0,2
3434,Boston College,1.0,34,66,-33.0,,28,0,"Boston College (Chestnut Hill, MA) ",1992-09-19,19.0,9.0,1992.0,1992,28.0,1.0,0.0,3
3440,Boston College,1.0,34,113,-13.5,,14,0,"Boston College (Chestnut Hill, MA) ",1992-09-26,26.0,9.0,1992.0,1992,14.0,1.0,0.0,4
3438,Boston College,1.0,34,62,-1.0,,24,24,"Boston College (Chestnut Hill, MA) ",1992-10-03,3.0,10.0,1992.0,1992,0.0,0.0,1.0,5
3430,Boston College,1.0,34,59,9.5,,35,32,"Boston College (Chestnut Hill, MA) ",1992-10-17,17.0,10.0,1992.0,1992,3.0,1.0,0.0,6
3435,Boston College,1.0,34,48,-23.0,,17,13,"Boston College (Chestnut Hill, MA) ",1992-10-24,24.0,10.0,1992.0,1992,4.0,1.0,0.0,7
3431,Boston College,1.0,34,56,-30.0,,45,6,"Boston College (Chestnut Hill, MA) ",1992-10-31,31.0,10.0,1992.0,1992,39.0,1.0,0.0,8
3433,Boston College,1.0,34,102,9.5,48.0,7,54,"Boston College (Chestnut Hill, MA) ",1992-11-07,7.0,11.0,1992.0,1992,-47.0,0.0,0.0,9
3436,Boston College,1.0,34,104,3.5,46.0,10,27,"Boston College (Chestnut Hill, MA) ",1992-11-14,14.0,11.0,1992.0,1992,-17.0,0.0,0.0,10
