,school,teamname,year_of_pub,acceptance_rate,top10pct,alumni_giving_rate,top25pct,usnews_score,usnews_academic_rep_old,sat_act_25_75,avg_sat_act,usnews_academic_rep_new,year,team,unitid,vseteamname,alumni_ops_academic,alumni_ops_faculty,alumni_ops_research,alumni_ops_libraries,alumni_ops_physical_plant,alumni_ops_student_aid,alumni_ops_athletics,alumni_ops_other,alumni_ops_total,alumni_donation_rate,alumni_ugrad_donation_rate,alumni_ops_donation_rate,alumni_solicit_rate,alumni_giving_as_share_of_total,alumni_of_record,alumni_donors,alumni_total_giving,ops_athletics_donors,ops_athletics_total_ath,capital_athletics_donors,capital_athletics_total,athletics_donors,athletics_total,corporations_total_giving,expenditures_per_student,foundations_total_giving,foundations_ops_athletics,foundations_ops_total,corporations_ops_athletics,corporations_ops_total,ops_athletics_total_grand,ops_total,total_giving_2004_onwards,total_giving_pre_2004,alumni_ops_pub_serv,corporations_total,foundations_total,appdate,applicants_male,applicants_female,admits_male,admits_female,enrolled_male,enrolled_female,satdate,satnum,satpct,actnum,actpct,satvr25,satvr75,satmt25,satmt75,actcm25,actcm75,acten25,acten75,actmt25,actmt75,name,city,state,fips,control,iclevel,black,asian,hispanic,vse_alum_giving_rate,first_time_students_missing,first_time_students_total,first_time_outofstate,first_time_instate
2259,,Western Kentucky,,,,,,,,,,,1989,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,,Western Kentucky,,,,,,,,,,,1990,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
2261,,Western Kentucky,,,,,,,,,,,1991,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),,,,,,2416.0,515.0,1901.0
2262,,Western Kentucky,,,,,,,,,,,1992,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,,,,,,51925.0,5442.0,569442.0,,,,,,,2277038.0,,120004.0,,,,,,,,3318498.0,,2277038.0,120004.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),,,,0.10480501,,,,
2263,,Western Kentucky,,,,,,,,,,,1994,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,,,,0.10829808212206991,,62882.0,7009.0,1103000.0,,,,,,,1041000.0,,199000.0,,,,,,,,2867000.0,,1041000.0,199000.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),6.0,1.0,1.0,0.11146274,,,,
2264,,Western Kentucky,,,,,,,,,,,1995,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,,,,1.0,,65570.0,6635.0,849000.0,,,,,,,899000.0,,151000.0,,,,,,,,3018000.0,,899000.0,151000.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),6.0,1.0,1.0,0.10118957,,2338.0,412.0,1926.0
2265,,Western Kentucky,,,,,,,,,,,1996,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,,,,,,67654.0,,629000.0,,,,,,,565000.0,,83000.0,,,,,,,,1877000.0,,565000.0,83000.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),6.0,1.0,1.0,,,,,
2266,,Western Kentucky,,,,,,,,,,,1997,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,,,,0.10221833710699034,,69782.0,7402.0,1261000.0,,,,,,,958000.0,,85000.0,,,,,,,,3282000.0,,958000.0,85000.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),6.0,1.0,1.0,0.1060732,,2434.0,387.0,2047.0
2267,,Western Kentucky,,,,,,,,,,,1998,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.17300000000000001,,,,,57450.0,9956.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17329852,,,,
2268,,Western Kentucky,,,,,,,,,,,1999,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.16,,,1.0,,58547.0,9369.0,3428110.0,,,,,,,2108870.0,9678.0,1152440.0,,,,,,5121770.0,,8297290.0,,,,,,,,,,,,,,,,,,,,,,,,,,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),7.0,1.0,1.0,0.16002528,0.0,2565.0,490.0,2075.0
2269,,Western Kentucky,,,,,,,,,,,2000,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.145,,,1.0,,55823.0,8122.0,3538732.0,,,,,,,3656685.0,9857.0,384158.0,,,,,,6566105.0,,9633700.0,,,,Fall 2000,2056.0,2941.0,1801.0,2564.0,1016.0,1397.0,Fall 2000,192.0,7.0,2373.0,93.0,,,,,18.0,23.0,17.0,24.0,17.0,22.0,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),8.0,1.0,1.0,0.14549558,,2713.0,667.0,2046.0
2270,,Western Kentucky,,,,,,,,,,,2001,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.13699999999999998,,,1.0,,58768.0,8042.0,,,,,,,,5835259.0,9213.0,182442.0,,,,,,8615411.0,,14428358.0,,,,Fall 2000,2142.0,2963.0,1802.0,2530.0,1074.0,1499.0,Fall 2000,88.0,3.0,2482.0,97.0,440.0,560.0,450.0,560.0,17.0,23.0,17.0,24.0,17.0,22.0,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),8.0,2.0,1.0,0.13684317,3059.0,3071.0,552.0,2383.0
2271,,Western Kentucky,,,,,,,,,,,2002,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.14800000000000002,,,1.0,0.33799999999999997,66589.0,9877.0,,,,,,,,3785241.0,9196.0,736516.0,,,,,,7108067.0,12080144.0,13106537.0,,,,Fall 2001,2793.0,3579.0,2577.0,3349.0,1787.0,1481.0,Fall 2001,134.0,4.0,2858.0,95.0,450.0,550.0,460.0,560.0,18.0,23.0,17.0,24.0,17.0,23.0,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),,,,0.1483278,3051.0,3077.0,791.0,2228.0
2272,,Western Kentucky,,,,,,,,,,,2003,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.151,,,1.0,0.21600000000000003,68542.0,10362.0,,,,,,,,7195646.0,9532.0,284949.0,,,,,,9785093.0,12458871.0,13195190.0,,,,Fall 2001,2726.0,3356.0,2547.0,3128.0,1335.0,1750.0,Fall 2001,132.0,4.0,2720.0,90.0,455.0,550.0,440.0,560.0,18.0,23.0,17.0,24.0,17.0,23.0,WESTERN KENTUCKY UNIVERSITY,BOWLING GREEN,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),,,,0.15117738,2972.0,2983.0,633.0,2349.0
2273,,Western Kentucky,,,,,,,,,,,2004,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.16399999999999998,,,1.0,0.344,71459.0,11704.0,,,,,,,,5550771.0,10075.0,532615.0,,,,,,8129130.0,13158935.0,13253161.0,,,,Fall 2001,2896.0,3888.0,2650.0,3574.0,1332.0,1689.0,Fall 2001,111.0,4.0,2832.0,96.0,450.0,550.0,440.0,560.0,18.0,23.0,17.0,24.0,17.0,23.0,Western Kentucky University,Bowling Green,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),,,,0.16378623,3150.0,3150.0,540.0,2459.0
2274,,Western Kentucky,,,,,,,,,,,2005,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.165,,,1.0,0.483,69818.0,11527.0,,,,,,,,3826684.0,12010.0,829183.0,,,,,,7553274.0,14485097.0,15002393.0,,,,{Item not applicable},,,,,,,{Item not applicable},,,,,,,,,,,,,,,Western Kentucky University,Bowling Green,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),,,,0.1651007,3224.0,3235.0,557.0,2678.0
2275,,Western Kentucky,,,,,,,,,,,2006,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.163,,,1.0,0.3,70078.0,11452.0,,,,,,,,7505918.0,12969.0,794848.0,,,,,,8637178.0,17555696.0,19383781.0,,,,Fall 2001,2945.0,3912.0,2822.0,3742.0,1300.0,1727.0,Fall 2001,130.0,4.0,2829.0,91.0,440.0,540.0,410.0,520.0,18.0,24.0,18.0,25.0,17.0,24.0,Western Kentucky University,Bowling Green,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),,,,0.1634179,3097.0,3114.0,517.0,2597.0
2276,,Western Kentucky,,,,,,,,,,,2007,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.151,,,1.0,0.21899999999999997,71422.0,10800.0,,,,,,,,10142807.0,13694.0,728013.0,,,,,,10443601.0,17672353.0,17688733.0,,,,{Item not applicable},,,,,,,{Item not applicable},,,,,,,,,,,,,,,Western Kentucky University,Bowling Green,KY,Kentucky,Public,4 or more years (Baccalaureate or higher degree),,,,0.15121391,3272.0,3303.0,597.0,2706.0
2277,,Western Kentucky,,,,,,,,,,,2008,189.0,157951.0,"Western Kentucky University (Bowling Green, KY)",,,,,,,,,,0.131,,,0.965,0.276,82909.0,10888.0,,,,,,,,6419255.0,14168.0,727790.0,,,,,,10136521.0,13629944.0,13646326.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13132471,,,,
2278,Western Michigan U.,Western Michigan,1989.0,73.0,20.0,,,,,,,,1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,,,3330.0,181.0,3149.0
2279,Western Michigan U.,Western Michigan,1990.0,71.0,23.0,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
2280,Western Michigan,Western Michigan,1991.0,72.0,20.0,,,,,20-25,,,1989,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",,,,,,,,,,,,,0.7351914966777576,,98879.0,11388.0,1116434.0,,,,,,,2871651.0,,2197329.0,,,,,,,,7552116.0,,2871651.0,2197329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11517107,,,,
2281,,Western Michigan,,,,,,,,,,,1990,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",,,,,,,,,,,,,,,101572.0,11207.0,1996775.0,,,,,,,8159149.0,,1564134.0,,,,,,,,13475758.0,,8159149.0,1564134.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,0.11033553,,,,
2282,Western Michigan U.,Western Michigan,1993.0,76.0,24.0,11.0,,,,20-25,,,1991,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",,,,,,,,,,,,,,,105838.0,11081.0,2147386.0,,,,,,,3621239.0,,3498303.0,,,,,,,,11737724.0,,3621239.0,3498303.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,0.10469775,,2888.0,205.0,2683.0
2283,Western Michigan University,Western Michigan,1994.0,78.0,24.0,11.0,,,183.0,,23,,1992,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",,,,,,,,,,,,,,,122507.0,11651.0,2312056.0,,,,,,,5491695.0,,1488231.0,,,,,,,,11586210.0,,5491695.0,1488231.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,0.09510477,,,,
2284,Western Michigan U.,Western Michigan,1996.0,83.0,19.0,11.0,,,,20-25,,,1994,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",,,,,,,,,,,,,,,129928.0,12712.0,2495000.0,,,,,,,3471000.0,,4269000.0,,,,,,,,12296000.0,,3471000.0,4269000.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),6.0,1.0,1.0,0.097838804,,,,
2285,Western Mich Univ,Western Michigan,1997.0,82.0,20.0,12.0,,,,,,,1995,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",,,,,,,,,,,,,,,,,4792000.0,,,,,,,3978000.0,,4410000.0,,,,,,,,16585000.0,,3978000.0,4410000.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),7.0,1.0,1.0,,,3215.0,265.0,2950.0
2286,Western Michigan Univ,Western Michigan,1998.0,83.0,19.0,10.0,,,,20-25,,2.4,1996,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",,,,,,,,,,,,,,,133377.0,12307.0,4862000.0,,,,,,,4557000.0,,3338000.0,,,,,,,,14835000.0,,4557000.0,3338000.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),7.0,1.0,1.0,0.09227228,,,,
2287,Western Michigan Univ,Western Michigan,1999.0,84.0,16.0,10.0,,,,,,2.5,1997,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",,,,,,,,,,,,,,,132345.0,13000.0,1648000.0,,,,,,,6800000.0,,7166000.0,,,,,,,,19385000.0,,6800000.0,7166000.0,,,,,,,,,,,,,,,,,,,,,,,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),6.0,1.0,2.0,0.09822812,,3661.0,341.0,3320.0
2288,Western Michigan University,Western Michigan,2000.0,85.0,16.0,10.0,,,,20-25,,,1998,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",546978.0,,,10931.0,,202499.0,175622.0,137800.0,1377880.0,0.095,,0.092,0.985,,133207.0,12658.0,3955580.0,2084.0,515225.0,764.0,,2848.0,,2186280.0,9400.0,1836010.0,33795.0,1672300.0,181094.0,1657400.0,515225.0,6566140.0,,13211600.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09502503,,,,
2289,Western Michigan U.,Western Michigan,2001.0,85.0,16.0,10.0,,,,,,2.6,1999,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",409770.0,,,10136.0,,120168.0,192586.0,141042.0,1069060.0,0.083,,0.08,1.0,,145768.0,12152.0,2898170.0,2418.0,492663.0,807.0,,3225.0,,4748200.0,11097.0,5023890.0,6600.0,1969820.0,163990.0,2709840.0,492665.0,7405680.0,,18949700.0,,,,,,,,,,,,,,,,,,,,,,,,,,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),6.0,1.0,2.0,0.08336535,1.0,4468.0,382.0,4085.0
2290,Western Michigan U.,Western Michigan,2002.0,84.0,15.0,10.0,,,,,,2.6,2000,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",480352.0,500.0,,12308.0,,112265.0,197210.0,462261.0,1514490.0,0.08800000000000001,,0.085,1.0,,146313.0,12848.0,3791581.0,2421.0,711086.0,600.0,,,,6843048.0,9145.0,4866944.0,22260.0,2318473.0,182471.0,4402630.0,711086.0,9578671.0,,20988681.0,,,,Fall 2001,6292.0,7225.0,5125.0,6237.0,2259.0,2307.0,Fall 2001,,,4410.0,96.0,,,,,20.0,25.0,19.0,25.0,19.0,25.0,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),5.0,1.0,2.0,0.087811746,75.0,4601.0,373.0,4153.0
2291,Western Michigan U.,Western Michigan,2003.0,80.0,16.0,10.0,,,,,,2.6,2001,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",720628.0,50500.0,,12749.0,,110046.0,229165.0,165811.0,9577675.0,0.08800000000000001,,0.086,0.877,,162775.0,14351.0,10434583.0,,,,,,,9756361.0,9882.0,4270633.0,18175.0,1023806.0,192587.0,7364184.0,599648.0,19097575.0,,27772622.0,,,,Fall 2001,7275.0,8557.0,5544.0,7139.0,2125.0,2319.0,Fall 2001,,,4328.0,97.0,,,,,20.0,25.0,19.0,25.0,19.0,25.0,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),5.0,1.0,2.0,0.08816464,4398.0,4474.0,392.0,4082.0
2292,Western Michigan U.,Western Michigan,2004.0,82.0,15.0,11.0,,,,,,2.5,2002,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",724318.0,,,13568.0,,113381.0,248658.0,160909.0,4278827.0,0.085,,0.08,0.9079999999999999,0.262,175326.0,14824.0,5437453.0,,,,,,,7988407.0,10059.0,2817977.0,23425.0,1608007.0,316778.0,4279579.0,751630.0,13620793.0,20774232.0,21672630.0,,,,Fall 2001,6874.0,8226.0,5423.0,7000.0,2036.0,2192.0,Fall 2001,,,4106.0,96.0,,,,,20.0,25.0,19.0,25.0,19.0,25.0,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,0.084551066,4196.0,4258.0,391.0,3867.0
2293,Western Michigan U.,Western Michigan,2005.0,85.0,14.0,10.0,,,,,,2.5,2003,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",758617.0,,,14019.0,,99747.0,262904.0,164947.0,4058399.0,0.067,,0.065,0.8009999999999999,0.248,197209.0,13272.0,5966204.0,2400.0,749111.0,29.0,23082.0,2429.0,772193.0,13657174.0,10288.0,1729178.0,9833.0,1130839.0,321776.0,7171869.0,749111.0,13943507.0,24076171.0,24090934.0,,,,Fall 2001,6635.0,7475.0,5461.0,6533.0,1858.0,1873.0,Fall 2001,0.0,0.0,3606.0,96.0,,,,,20.0,25.0,19.0,25.0,19.0,25.0,WESTERN MICHIGAN UNIVERSITY,KALAMAZOO,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,0.06729916,3700.0,3761.0,318.0,3443.0
2294,Western Michigan U.,Western Michigan,2006.0,85.0,13.0,9.0,,,,,,2.5,2004,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",1793716.0,,,15027.0,,60439.0,305575.0,154249.0,2549377.0,0.067,,0.065,0.8009999999999999,0.25,203849.0,13750.0,4981936.0,2492.0,799238.0,24.0,15827.0,2516.0,815065.0,8365451.0,10856.0,4305876.0,18981.0,2695428.0,288512.0,5437827.0,799238.0,12458558.0,19911364.0,20617402.0,,,,Fall 2001,5915.0,7013.0,4953.0,6092.0,1783.0,1915.0,Fall 2001,,,3608.0,96.0,,,,,20.0,25.0,19.0,25.0,19.0,25.0,Western Michigan University,Kalamazoo,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,0.06745189,3728.0,3751.0,315.0,3436.0
2295,Western Michigan U.,Western Michigan,2007.0,86.0,12.0,9.0,,,,,,2.5,2005,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",811134.0,,,11441.0,,151162.0,324135.0,188300.0,1671029.0,0.06,,0.057,0.7829999999999999,0.254,209962.0,12635.0,3849829.0,2492.0,894286.0,31.0,16476.0,2523.0,910762.0,4977119.0,12156.0,3254751.0,33381.0,2966920.0,359315.0,3329368.0,894286.0,10049843.0,15163867.0,15638061.0,,,,Fall 2001,5550.0,6280.0,4612.0,5532.0,1730.0,1793.0,Fall 2000,,,3435.0,97.0,,,,,20.0,25.0,19.0,25.0,19.0,25.0,Western Michigan University,Kalamazoo,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,0.060177557,3531.0,3556.0,317.0,3239.0
2296,Western Michigan U.,Western Michigan,2008.0,86.0,10.0,8.0,,,,,,2.3,2006,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",539389.0,,,9811.0,,111086.0,297180.0,182581.0,2154139.0,0.086,,0.006999999999999999,0.963,0.23,141140.0,12194.0,3928847.0,2680.0,823108.0,92.0,24124.0,2772.0,847232.0,5959168.0,13167.0,4665429.0,11489.0,3872934.0,288504.0,4502085.0,823108.0,12114458.0,17118919.0,17316134.0,,,,Fall 2001,5485.0,6342.0,4623.0,5582.0,1725.0,1750.0,Fall 2001,0.0,,3381.0,96.0,,,,,20.0,25.0,19.0,24.0,19.0,25.0,Western Michigan University,Kalamazoo,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,0.086396486,3473.0,3506.0,285.0,3221.0
2297,,Western Michigan,,,,,,,,,,,2007,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",1246442.0,,,13007.0,,110363.0,317133.0,,3099198.0,0.085,,0.08199999999999999,0.965,0.385,143458.0,12255.0,7634350.0,2553.0,764040.0,38.0,266671.0,2591.0,1030711.0,6489995.0,13559.0,2588521.0,11750.0,2133070.0,252852.0,4769756.0,764040.0,12347768.0,19806428.0,20089754.0,,,,Fall 2001,6026.0,6858.0,4979.0,5959.0,1872.0,1934.0,Fall 2001,0.0,0.0,3659.0,96.0,,,,,20.0,25.0,19.0,25.0,19.0,25.0,Western Michigan University,Kalamazoo,MI,Michigan,Public,4 or more years (Baccalaureate or higher degree),,,,0.0854257,3735.0,3828.0,421.0,3407.0
2298,,Western Michigan,,,,,,,,,,,2008,67.0,172699.0,"Western Michigan University (Kalamazoo, MI)",1305047.0,,,513127.0,,113992.0,369682.0,379639.0,2818332.0,0.121,,0.11800000000000001,0.981,0.297,155745.0,18915.0,5159062.0,2486.0,931635.0,89.0,14308.0,2575.0,945943.0,5879015.0,14373.0,2516775.0,16349.0,1364725.0,349868.0,4741140.0,931635.0,11524273.0,17384309.0,17555458.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.121448524,,,,
2299,U. of Wisconsin at Madison,Wisconsin,1990.0,72.0,32.0,,,,,,,,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,Wisconsin,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
2300,University of Wisconson at Madison,Wisconsin,1991.0,72.0,33.0,,,,,959-1230,,,1989,111.0,240444.0,"University of Wisconsin-Madison (Madison, WI)",,,,,,,,,,,,,0.7136830868300074,,232316.0,41317.0,14511617.0,,,,,,,44634217.0,,31113094.0,,,,,,,,124399972.0,,44634217.0,31113094.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17784828,,,,
2301,,Wisconsin,,,,,,,,,,,1990,111.0,240444.0,"University of Wisconsin-Madison (Madison, WI)",,,,,,,,,,,,,0.7180076313953966,,243730.0,48978.0,17262461.0,,,,,,,34700466.0,,30192823.0,,,,,,,,128394787.0,,34700466.0,30192823.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,Wisconsin,Public,4 or more years (Baccalaureate or higher degree),,,,0.20095187,,,,
2302,U. of Wisconsin at Madison,Wisconsin,1993.0,73.0,35.0,18.0,,,,940-1220,,,1991,111.0,240444.0,"University of Wisconsin-Madison (Madison, WI)",,,,,,,,,,,,,1.0,,252071.0,42130.0,19583049.0,,,,,,,49530606.0,,33404204.0,,,,,,,,141188340.0,,49530606.0,33404204.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,Wisconsin,Public,4 or more years (Baccalaureate or higher degree),,,,0.16713545,,4419.0,1439.0,2980.0
2303,University of Wisconsin at Madison,Wisconsin,1994.0,73.0,36.0,20.0,,,16.0,,1085,,1992,111.0,240444.0,"University of Wisconsin-Madison (Madison, WI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,Wisconsin,Public,4 or more years (Baccalaureate or higher degree),,,,,,,,
2304,U. of Wsiconsin- Madison,Wisconsin,1996.0,71.0,43.0,18.0,,75.9,,24-29,,,1994,111.0,240444.0,"University of Wisconsin-Madison (Madison, WI)",,,,,,,,,,,,,0.9891750653228817,,267900.0,42151.0,28560000.0,,,,,,,27717000.0,,31477000.0,,,,,,,,164349000.0,,27717000.0,31477000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,Wisconsin,Public,4 or more years (Baccalaureate or higher degree),2.0,4.0,2.0,0.15733856,,,,
2305,Univ of Wisconsin-Madison,Wisconsin,1997.0,78.0,43.0,15.0,,78.0,,,,,1995,111.0,240444.0,"University of Wisconsin-Madison (Madison, WI)",,,,,,,,,,,,,1.0,,270000.0,39901.0,36429000.0,,,,,,,29829000.0,,39289000.0,,,,,,,,186695000.0,,29829000.0,39289000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,Wisconsin,Public,4 or more years (Baccalaureate or higher degree),2.0,4.0,3.0,0.14778148,,5455.0,1870.0,3585.0
2306,Univ of Wisconsin-Madison,Wisconsin,1998.0,68.0,44.0,14.0,,79.0,,25-29,,4.3,1996,111.0,240444.0,"University of Wisconsin-Madison (Madison, WI)",,,,,,,,,,,,,1.0,,278221.0,38942.0,52591000.0,,,,,,,20896000.0,,62299000.0,,,,,,,,212550000.0,,20896000.0,62299000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,Wisconsin,Public,4 or more years (Baccalaureate or higher degree),2.0,4.0,2.0,0.13996787,,,,
2307,Univ. of Wisconsin-Madison,Wisconsin,1999.0,73.0,46.0,13.0,,,,,,4.3,1997,111.0,240444.0,"University of Wisconsin-Madison (Madison, WI)",,,,,,,,,,,,,1.0,,281192.0,36889.0,46081000.0,,,,,,,30541000.0,,93090000.0,,,,,,,,230357000.0,,30541000.0,93090000.0,,,,,,,,,,,,,,,,,,,,,,,UNIVERSITY OF WISCONSIN-MADISON,MADISON,WI,Wisconsin,Public,4 or more years (Baccalaureate or higher degree),2.0,4.0,2.0,0.13118795,,5596.0,1890.0,3706.0
